	Player	Position	Comp	Age	Min	Goals	GoalsPer90	Asists	Asists	GoalAstPer90	TacklesWon	TklDribbling	Blocks	SuccPressRatio	CompletedPasses	PassCompRatio	TotDistPass	ProgDistPass	90s	SCA	SCA90	ShootPass	ShootDrib	GCA	GCA90	AssistPass	AssistDrib	Crosses	PenaltyWon	AerialWonRate	ShootOnTarget	ShootPer90	GoalPerShoot
11518	Borja Valero	MF	it Serie A	34	931	2	0.19	0	0.00	0.19	9	4	18	21.9	479	89.0	8591	1904	10.3	28	2.71	25	3	2	0.19	1	1	3	0	31.3	2	1.06	0.18
11519	Yan Valery	DF	eng Premier League	20	779	0	0.00	0	0.00	0.00	13	5	19	28.7	198	62.3	3321	1248	8.7	7	0.81	5	1	0	0.00	0	0	8	0	52.5	2	0.35	0.00
11520	Martin Valjent	DF	es La Liga	23	3,182	0	0.00	0	0.00	0.00	21	13	80	29.8	1015	84.1	21384	7430	35.4	14	0.40	12	0	1	0.03	1	0	6	0	54.7	3	0.40	0.00
11521	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.00	
11522	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11523	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.00	
11524	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11525	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.00	
11526	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11527	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.00	
11528	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11529	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.00	
11530	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11531	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.00	
11532	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11533	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.00	
11534	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11535	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.00	
11536	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11537	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.00	
11538	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11539	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.00	
11540	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11541	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.00	
11542	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11543	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.00	
11544	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11545	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.00	
11546	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11547	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.00	
11548	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11549	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.00	
11550	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11551	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.00	
11552	Jesús Vallejo	DF	eng Premier League	22	163	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11553	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.00	
11554	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11555	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.00	
11556	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11557	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.00	
11558	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11559	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.00	
11560	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11561	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.00	
11562	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11563	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.00	
11564	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11565	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.00	
11566	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11567	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.00	
11568	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	3	1	4	30.0	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11569	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.00	
11570	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11571	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.00	
11572	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11573	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.00	
11574	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11575	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.00	
11576	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	81	77.9	1815	606	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11577	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.00	
11578	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11579	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.00	
11580	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	1.8	0	0.00	0	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11581	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.00	
11582	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	50.0	0	0.14	0.00
11583	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.00	
11584	Jesús Vallejo	DF	es La Liga	22	629	0	0.00	0	0.00	0.00	2	3	9	32.8	174	78.4	4655	1684	7.0	1	0.14	1	0	0	0.00	0	0	0	0	35.3	0	0.14	0.00
11585	Manu Vallejo	MF,FW	es La Liga	22	418	2	0.43	0	0.00	0.43	2	3	5	22.1	70	74.5	1187	203	4.6	11	2.37	7	1	1	0.22	1	0	3	0	25.0	3	1.72	0.25
11586	Luca Valls	FW	fr Ligue 1	20	11	0	0.00	0	0.00	0.00	0	0	1	0.0	2	50.0	16	9	0.1	0	0.00	0	0	0	0.00	0	0	0	0	100.0	0	0.00	
11587	Theo Valls	MF	fr Ligue 1	23	1,632	1	0.06	1	0.06	0.11	19	9	23	26.5	538	77.3	10714	2795	18.1	41	2.26	31	0	1	0.06	1	0	13	0	45.0	7	1.38	0.04
11588	Mattia Valoti	MF,FW	it Serie A	25	1,527	3	0.18	1	0.06	0.24	33	10	31	23.2	460	79.3	7730	1967	17.0	42	2.48	30	6	8	0.47	3	4	17	1	42.9	11	1.71	0.10
11589	Federico Valverde	MF	es La Liga	21	1,907	2	0.09	5	0.24	0.33	19	11	43	24.8	985	88.0	16346	3944	21.2	43	2.03	38	1	8	0.38	8	0	17	0	59.5	11	1.09	0.09
11590	Raphaël Varane	DF	es La Liga	26	2,822	3	0.10	1	0.03	0.13	23	8	57	39.0	1479	88.7	35097	10034	31.4	11	0.35	8	0	1	0.03	1	0	5	0	71.8	3	0.32	0.30
11591	Jamie Vardy	FW	eng Premier League	32	3,033	23	0.68	5	0.15	0.83	11	1	29	29.4	314	68.0	4780	783	33.7	65	1.93	40	11	12	0.36	6	2	35	1	34.6	38	2.58	0.22
11592	Matías Vargas	FW,MF	es La Liga	22	1,024	0	0.00	3	0.26	0.26	10	5	9	32.6	261	65.9	4579	1503	11.4	27	2.37	22	2	3	0.26	2	0	29	0	14.3	2	1.76	0.00
11593	Ruben Vargas	FW,MF	de Bundesliga	20	2,530	6	0.21	1	0.04	0.25	24	14	38	24.4	420	63.9	6969	2386	28.1	61	2.17	36	8	5	0.18	3	0	28	1	28.2	26	2.13	0.10
11594	Thibaut Vargas	DF,MF	fr Ligue 1	19	151	0	0.00	0	0.00	0.00	0	1	2	18.2	46	70.8	875	236	1.7	4	2.38	4	0	1	0.60	1	0	6	0	0.0	0	0.00	
11595	Sebastian Vasiliadis	MF	de Bundesliga	21	2,808	1	0.03	1	0.03	0.06	49	33	52	29.3	818	76.4	16102	3906	31.2	64	2.05	54	5	3	0.10	3	0	15	0	44.4	8	1.22	0.03
11596	Indiana Vassilev	FW,MF	eng Premier League	18	51	0	0.00	0	0.00	0.00	1	0	0	29.2	8	72.7	80	4	0.6	1	1.76	1	0	0	0.00	0	0	0	0	0.0	0	1.76	0.00
11597	Denis Vavro	DF	it Serie A	23	328	0	0.00	0	0.00	0.00	1	1	10	40.9	188	91.7	4163	1442	3.6	1	0.27	1	0	0	0.00	0	0	0	0	60.0	0	0.82	0.00
11598	Franco Vázquez	MF,FW	es La Liga	30	1,098	3	0.25	0	0.00	0.25	19	11	16	25.9	546	85.8	9642	2152	12.2	25	2.05	21	1	3	0.25	3	0	15	0	49.2	6	1.31	0.19
11599	Kevin Vázquez	DF	es La Liga	26	1,325	0	0.00	0	0.00	0.00	15	13	33	28.3	612	79.7	10285	3887	14.7	17	1.15	13	1	1	0.07	1	0	21	0	40.4	0	0.07	0.00
11600	Lucas Vázquez	MF,FW	es La Liga	28	848	2	0.21	1	0.11	0.32	15	9	14	34.3	465	79.8	7389	2182	9.4	33	3.50	25	0	6	0.64	5	0	44	1	40.0	3	1.06	0.20
11601	Matías Vecino	MF	it Serie A	27	1,282	2	0.14	2	0.14	0.28	17	5	31	25.5	418	77.1	6945	1898	14.2	30	2.11	22	2	4	0.28	4	0	12	0	42.4	8	1.97	0.07
11602	Koke Vegas	GK	es La Liga	23	180	0	0.00	0	0.00	0.00	0	0	0	0.0	43	68.3	1139	732	2.0	0	0.00	0	0	0	0.00	0	0	0	0		0	0.00	
11603	Miloš Veljković	DF	de Bundesliga	23	2,051	0	0.00	1	0.04	0.04	26	33	37	33.0	905	79.3	20927	7737	22.8	14	0.61	14	0	4	0.18	4	0	4	0	42.2	1	0.31	0.00
11604	Miguel Veloso	MF	it Serie A	33	2,811	3	0.10	4	0.13	0.22	43	26	56	27.9	1288	76.5	25491	7735	31.2	105	3.47	60	1	8	0.26	4	0	63	0	55.8	7	1.15	0.08
11605	Unai Vencedor Paris	MF	es La Liga	18	73	0	0.00	0	0.00	0.00	0	0	0	22.2	31	75.6	688	190	0.8	1	1.23	1	0	0	0.00	0	0	2	0	0.0	0	1.23	0.00
11606	Lorenzo Venuti	DF	it Serie A	24	858	0	0.00	1	0.10	0.10	9	9	9	24.4	400	83.0	7424	2696	9.5	16	1.68	14	0	2	0.21	1	0	19	1	61.1	2	0.52	0.00
11607	Brayan Vera	DF,MF	it Serie A	20	155	0	0.00	1	0.58	0.58	4	3	4	22.4	58	74.4	1102	370	1.7	4	2.32	2	0	1	0.58	1	0	6	0	0.0	0	2.32	0.00
11608	Simone Verdi	MF,FW	it Serie A	27	2,073	2	0.09	6	0.26	0.35	12	8	19	26.1	639	70.7	12872	3928	23.0	86	3.73	43	4	14	0.61	5	0	78	0	32.4	14	2.34	0.04
11609	Jordan Veretout	MF	it Serie A	26	2,629	6	0.21	0	0.00	0.21	25	12	48	27.7	1446	87.2	31160	8342	29.2	74	2.53	52	1	8	0.27	7	0	20	0	41.2	8	0.79	0.04
11610	Marco Verratti	MF	fr Ligue 1	26	1,482	0	0.00	5	0.30	0.30	43	18	25	29.6	1607	92.7	27030	8132	16.5	55	3.34	44	2	13	0.79	12	0	13	0	47.1	0	0.06	0.00
11611	Valerio Verre	FW,MF	it Serie A	25	1,774	3	0.15	2	0.10	0.25	17	8	12	32.6	524	73.9	8302	1984	19.7	51	2.59	38	3	8	0.41	5	1	23	0	20.9	11	2.08	0.02
11612	Birger Verstraete	MF	de Bundesliga	25	665	0	0.00	1	0.14	0.14	12	3	10	25.8	196	72.6	4310	1405	7.4	17	2.30	8	0	1	0.14	0	0	8	0	31.6	2	1.08	0.00
11613	Jan Vertonghen	DF	eng Premier League	32	1,645	1	0.05	1	0.05	0.11	21	10	30	33.1	930	83.6	19299	5954	18.3	8	0.44	7	0	1	0.05	1	0	10	0	70.2	2	0.22	0.25
11614	Mikel Vesga	MF	es La Liga	26	1,269	0	0.00	1	0.07	0.07	23	16	28	24.4	449	78.4	8326	2074	14.1	19	1.35	13	0	3	0.21	1	0	13	0	60.7	3	0.99	0.00
11615	Jannik Vestergaard	DF	eng Premier League	26	1,497	1	0.06	0	0.00	0.06	12	8	22	36.6	641	80.2	12898	4176	16.6	6	0.36	6	0	1	0.06	1	0	1	0	72.7	5	0.60	0.10
11616	Rúben Vezo	DF	es La Liga	25	2,610	0	0.00	0	0.00	0.00	26	17	51	33.0	954	82.0	22643	8071	29.0	18	0.62	14	0	4	0.14	3	0	3	1	70.7	2	0.38	0.00
11617	Francesco Vicari	DF	it Serie A	24	2,898	0	0.00	0	0.00	0.00	20	12	68	32.0	1101	87.1	25812	8422	32.2	13	0.40	11	0	0	0.00	0	0	2	0	58.1	2	0.28	0.00
11618	Fede Vico	MF,FW	es La Liga	25	876	2	0.21	1	0.10	0.31	1	0	12	24.4	243	70.6	4267	1198	9.7	26	2.67	15	0	2	0.21	2	0	17	0	45.5	2	1.34	0.08
11619	Aleix Vidal	MF	es La Liga	29	2,165	2	0.08	4	0.17	0.25	16	9	36	22.6	611	72.1	11886	3841	24.1	71	2.95	37	3	9	0.37	4	0	57	1	32.3	9	0.91	0.09
11620	Arturo Vidal	MF	es La Liga	32	1,671	8	0.43	2	0.11	0.54	38	15	33	30.7	1115	89.1	17955	3709	18.6	49	2.64	41	2	8	0.43	6	0	13	0	51.6	14	1.35	0.32
11621	Clément Vidal	DF	fr Ligue 1	19	90	0	0.00	0	0.00	0.00	0	0	5	14.3	37	82.2	847	328	1.0	0	0.00	0	0	0	0.00	0	0	0	0	80.0	0	0.00	
11622	Nacho Vidal	DF	es La Liga	24	2,332	0	0.00	0	0.00	0.00	28	21	59	31.3	897	72.3	17360	7464	25.9	36	1.39	30	1	1	0.04	1	0	63	0	54.8	4	0.58	0.00
11623	Ronaldo Vieira	MF	it Serie A	21	1,819	0	0.00	1	0.05	0.05	30	10	29	23.5	784	83.2	16115	4347	20.2	45	2.23	36	2	2	0.10	2	0	14	0	39.8	6	1.48	0.00
11624	Mauro Vigorito	GK	it Serie A	29	423	0	0.00	0	0.00	0.00	0	0	0	0.0	109	71.2	2886	1788	4.7	0	0.00	0	0	0	0.00	0	0	0	0		0	0.00	
11625	Dídac Vilà	DF	es La Liga	30	2,492	0	0.00	0	0.00	0.00	46	24	52	26.0	929	73.7	17043	6497	27.7	35	1.26	26	1	2	0.07	1	0	48	0	49.1	3	0.54	0.00
11626	Toni Villa	MF	es La Liga	24	1,354	0	0.00	1	0.07	0.07	21	6	24	26.2	331	71.0	6088	1922	15.0	31	2.06	22	5	3	0.20	2	1	23	0	31.6	6	1.26	0.00
11627	Asier Villalibre	FW	es La Liga	21	531	3	0.51	0	0.00	0.51	2	1	4	29.1	70	63.6	1025	134	5.9	3	0.51	3	0	0	0.00	0	0	5	0	51.7	5	2.88	0.18
11628	Gonzalo Villar	MF	it Serie A	21	299	0	0.00	0	0.00	0.00	2	2	6	22.8	134	93.1	2329	571	3.3	8	2.41	7	0	1	0.30	1	0	0	0	66.7	2	0.60	0.00
11629	Iván Villar	GK	es La Liga	22	280	0	0.00	0	0.00	0.00	0	0	0		60	67.4	1800	1203	3.1	0	0.00	0	0	0	0.00	0	0	0	0		0	0.00	
11630	Juan Villar	FW	es La Liga	31	240	1	0.37	0	0.00	0.37	0	0	3	25.6	60	69.0	888	214	2.7	6	2.25	5	0	2	0.75	2	0	0	0	41.2	2	1.87	0.00
11631	Rúben Vinagre	DF	eng Premier League	20	652	0	0.00	0	0.00	0.00	13	11	20	32.5	257	74.7	4284	1293	7.2	9	1.24	6	2	0	0.00	0	0	20	0	35.3	0	0.69	0.00
11632	Luigi Vitale	DF	it Serie A	31	41	0	0.00	0	0.00	0.00	0	0	1	0.0	8	61.5	137	107	0.5	0	0.00	0	0	0	0.00	0	0	2	0		0	0.00	
11633	Vitolo	MF,FW	es La Liga	29	1,227	3	0.22	2	0.15	0.37	12	6	30	30.9	449	84.2	5982	1654	13.6	39	2.86	26	5	3	0.22	3	0	10	0	25.5	11	1.25	0.18
11634	Mattia Viviani	MF	it Serie A	18	344	0	0.00	0	0.00	0.00	1	0	3	12.4	161	84.7	3102	930	3.8	4	1.05	4	0	0	0.00	0	0	3	0	33.3	0	0.78	0.00
11635	Dušan Vlahović	FW	it Serie A	19	1,499	6	0.36	0	0.00	0.36	2	3	10	25.0	236	68.8	3453	630	16.7	39	2.34	21	6	2	0.12	0	0	16	0	38.8	17	3.84	0.08
11636	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.00	
11637	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11638	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.00	
11639	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11640	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.00	
11641	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11642	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.00	
11643	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11644	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.00	
11645	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11646	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.00	
11647	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11648	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.00	
