;PlayerName;Name;Position;Age;Min;Goals;GoalsPer90;Asists;AsistsPer90;GoalAstPer90;Played90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;Value;Value2;NetValue;logValue
1216;Rune Jarstein;Rune Jarstein;GK;34.0;2547;0;0.0;0;0.0;0.0;28.3;7.0;0.25;3.0;0.0;0.0;0.0;0.0;0.0;658.0;65.3;24521.0;17225.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;29;1.31;1.0;1.0;0.0;Goalkeeper;1.0;M;1.0;0.0
1217;Ruslan Malinovskyi;Ruslan Malinovskyi;MF;26.0;1535;8;0.47;3;0.18;0.64;17.1;115.0;6.74;68.0;18.0;9.0;0.53;7.0;0.0;779.0;79.6;15367.0;3870.0;33;3.0;35.1;27;4.57;0.1;15;8.0;16.0;28.5;34;2.09;47.0;60.0;0.0;Midfielder;20.0;M;20.0;2.995732273553991
1218;Ryad Boudebouz;Ryad Boudebouz;MF;29.0;1597;1;0.06;4;0.23;0.28;17.7;66.0;3.72;40.0;3.0;5.0;0.28;3.0;0.0;696.0;72.2;13583.0;3226.0;44;0.0;22.7;5;1.35;0.0;17;8.0;17.0;28.3;24;1.0;22.0;32.0;3.0;Midfielder;6.0;M;6.0;1.791759469228055
1219;Ryan Bertrand;Ryan Bertrand;DF;29.0;2742;1;0.03;1;0.03;0.07;30.5;62.0;2.04;45.0;0.0;1.0;0.03;0.0;0.0;1244.0;75.1;20910.0;8998.0;81;0.0;54.6;4;0.62;0.05;28;19.0;52.0;36.9;32;1.38;52.0;8.0;1.0;Defender;10.0;M;10.0;2.302585092994046
1220;Ryan Fraser;Ryan Fraser;MF;25.0;2067;1;0.04;4;0.17;0.22;23.0;67.0;2.92;44.0;2.0;6.0;0.26;3.0;0.0;648.0;68.2;11075.0;4288.0;98;0.0;27.8;12;1.18;0.04;8;4.0;28.0;21.8;28;0.93;69.0;10.0;0.0;Midfielder;30.0;M;30.0;3.4011973816621555
1221;Ryan Fredericks;Ryan Fredericks;DF;26.0;2237;0;0.0;3;0.12;0.12;24.9;47.0;1.89;42.0;1.0;5.0;0.2;5.0;0.0;795.0;72.5;12820.0;5415.0;53;0.0;41.8;0;0.12;0.0;48;33.0;42.0;29.8;27;1.11;32.0;13.0;0.0;Defender;10.0;M;10.0;2.302585092994046
1222;Ryan Sessegnon;Ryan Sessegnon;DF;19.0;342;0;0.0;0;0.0;0.0;3.8;4.0;1.05;4.0;0.0;1.0;0.26;1.0;0.0;145.0;74.4;2401.0;925.0;12;0.0;54.5;0;0.26;0.0;0;2.0;4.0;21.6;6;1.83;9.0;2.0;0.0;Defender;20.0;M;20.0;2.995732273553991
1223;Rúben Neves;Rúben Neves;MF;22.0;3056;2;0.06;2;0.06;0.12;34.0;64.0;1.88;50.0;3.0;5.0;0.15;2.0;0.0;1587.0;80.4;38293.0;9139.0;16;0.0;47.2;10;1.83;0.03;42;32.0;70.0;24.7;38;1.55;4.0;25.0;0.0;Midfielder;40.0;M;40.0;3.6888794541139363
1224;Rúben Vezo;Rúben Vezo;DF;25.0;2610;0;0.0;0;0.0;0.0;29.0;18.0;0.62;14.0;0.0;4.0;0.14;3.0;0.0;954.0;82.0;22643.0;8071.0;3;1.0;70.7;2;0.38;0.0;26;17.0;51.0;33.0;29;1.28;17.0;4.0;1.0;Defender;10.0;M;10.0;2.302585092994046
1225;Rúnar Alex Rúnarsson;Rúnar Alex Rúnarsson;GK;24.0;901;0;0.0;0;0.0;0.0;10.0;3.0;0.3;1.0;0.0;0.0;0.0;0.0;0.0;237.0;72.5;7492.0;4994.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;11;0.64;0.0;1.0;0.0;Goalkeeper;10.0;M;10.0;2.302585092994046
1226;Sacha Boey;Sacha Boey;DF;18.0;172;0;0.0;0;0.0;0.0;1.9;3.0;1.57;2.0;0.0;1.0;0.52;0.0;0.0;65.0;80.2;1130.0;282.0;2;1.0;100.0;0;0.52;0.0;5;6.0;2.0;22.5;5;2.17;5.0;1.0;0.0;Defender;600.0;K;0.6;-0.5108256237659907
1227;Sada Thioub;Sada Thioub;MF;24.0;1508;1;0.06;2;0.12;0.18;16.8;56.0;3.34;42.0;6.0;4.0;0.24;4.0;0.0;555.0;79.7;8368.0;2606.0;41;0.0;25.8;5;0.84;0.07;15;5.0;20.0;24.2;23;1.3;64.0;61.0;2.0;Midfielder;4.0;M;4.0;1.3862943611198906
1228;Sadio Mané;Sadio Mané;FW;27.0;2747;18;0.59;7;0.23;0.82;30.5;109.0;3.57;85.0;6.0;16.0;0.52;9.0;0.0;933.0;80.3;15604.0;3867.0;52;2.0;30.7;36;2.49;0.24;35;15.0;30.0;30.4;35;2.57;219.0;76.0;6.0;Forward;90.0;M;90.0;4.499809670330265
1229;Salif Sané;Salif Sané;DF;28.0;1126;2;0.16;1;0.08;0.24;12.5;5.0;0.4;4.0;0.0;1.0;0.08;1.0;0.0;592.0;86.9;13160.0;3723.0;2;0.0;83.3;3;0.72;0.22;14;13.0;19.0;32.2;15;1.27;17.0;12.0;1.0;Defender;10.0;M;10.0;2.302585092994046
1230;Salvatore Sirigu;Salvatore Sirigu;GK;32.0;3240;0;0.0;0;0.0;0.0;36.0;3.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;820.0;70.6;28431.0;18001.0;1;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;36;1.08;0.0;1.0;0.0;Goalkeeper;9.0;M;9.0;2.1972245773362196
1231;Sami Khedira;Sami Khedira;MF;32.0;681;0;0.0;1;0.13;0.13;7.6;19.0;2.51;15.0;1.0;2.0;0.26;2.0;0.0;275.0;83.3;4351.0;932.0;11;0.0;50.0;3;1.59;0.0;13;3.0;20.0;33.6;12;2.67;22.0;2.0;0.0;Midfielder;5.0;M;5.0;1.6094379124341003
1232;Samir Ujkani;Samir Ujkani;GK;31.0;90;0;0.0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;84.6;1265.0;536.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;Goalkeeper;200.0;K;0.2;-1.6094379124341003
1233;Samu Castillejo;Samu Castillejo;FW;24.0;1209;2;0.15;3;0.22;0.37;13.4;66.0;4.91;42.0;6.0;6.0;0.45;4.0;0.0;422.0;75.4;6955.0;2008.0;46;0.0;33.3;8;2.31;0.06;18;9.0;37.0;26.6;22;1.78;65.0;24.0;1.0;Forward;10.0;M;10.0;2.302585092994046
1234;Samuel Chukwueze;Samuel Chukwueze;MF;20.0;2048;3;0.13;2;0.09;0.22;22.8;99.0;4.36;69.0;13.0;14.0;0.62;7.0;3.0;553.0;73.7;10360.0;2682.0;45;2.0;26.8;11;2.2;0.06;15;7.0;29.0;28.0;37;1.54;124.0;60.0;3.0;Midfielder;10.0;M;10.0;2.302585092994046
1235;Samuel Di Carmine;Samuel Di Carmine;FW;30.0;1293;8;0.56;0;0.0;0.56;14.4;19.0;1.32;13.0;0.0;2.0;0.14;1.0;0.0;181.0;70.7;2206.0;142.0;9;2.0;39.2;14;2.09;0.23;2;0.0;3.0;27.4;22;0.95;71.0;5.0;0.0;Forward;2.0;M;2.0;0.6931471805599453
1236;Samuel Grandsir;Samuel Grandsir;FW;22.0;1492;3;0.18;1;0.06;0.24;16.6;43.0;2.59;36.0;1.0;5.0;0.3;4.0;0.0;391.0;72.8;6013.0;1471.0;51;0.0;21.4;8;1.75;0.1;19;9.0;20.0;28.5;24;1.08;64.0;26.0;1.0;Forward;4.0;M;4.0;1.3862943611198906
1237;Samuel Kalu;Samuel Kalu;FW;21.0;1357;1;0.07;1;0.07;0.13;15.1;33.0;2.19;18.0;6.0;4.0;0.27;2.0;0.0;388.0;74.0;6653.0;1627.0;35;0.0;33.3;11;2.65;0.03;19;12.0;21.0;26.6;20;1.1;64.0;54.0;2.0;Forward;5.0;M;5.0;1.6094379124341003
1238;Samuel Umtiti;Samuel Umtiti;DF;25.0;949;0;0.0;0;0.0;0.0;10.5;5.0;0.47;5.0;0.0;2.0;0.19;2.0;0.0;749.0;92.7;14432.0;4444.0;0;0.0;68.8;0;0.0;0.0;9;5.0;3.0;43.2;13;2.38;2.0;4.0;0.0;Defender;30.0;M;30.0;3.4011973816621555
1239;Sander Berge;Sander Berge;MF;21.0;943;1;0.1;1;0.1;0.19;10.5;7.0;0.67;6.0;1.0;2.0;0.19;1.0;1.0;298.0;77.2;5251.0;1145.0;16;0.0;65.2;2;0.48;0.2;17;6.0;28.0;25.7;14;1.5;21.0;14.0;0.0;Midfielder;30.0;M;30.0;3.4011973816621555
1240;Sandro Tonali;Sandro Tonali;MF;19.0;3014;1;0.03;7;0.21;0.24;33.5;117.0;3.49;53.0;3.0;13.0;0.39;5.0;0.0;1137.0;71.9;25116.0;8474.0;48;0.0;38.7;7;0.81;0.04;41;14.0;57.0;25.1;35;0.71;20.0;39.0;2.0;Midfielder;10.0;M;10.0;2.302585092994046
1241;Santi Mina;Santi Mina;FW;23.0;1944;6;0.28;3;0.14;0.42;21.6;49.0;2.27;34.0;4.0;7.0;0.32;3.0;1.0;500.0;70.8;7389.0;1928.0;20;2.0;44.0;14;2.22;0.13;8;4.0;24.0;24.9;34;1.06;82.0;11.0;2.0;Forward;20.0;M;20.0;2.995732273553991
1242;Santiago Arias;Santiago Arias;DF;27.0;1076;0;0.0;1;0.08;0.08;12.0;21.0;1.76;18.0;0.0;2.0;0.17;2.0;0.0;498.0;76.3;8487.0;3889.0;36;0.0;51.2;2;0.5;0.0;17;11.0;28.0;37.9;14;1.64;19.0;4.0;0.0;Defender;10.0;M;10.0;2.302585092994046
1243;Santiago Ascacíbar;Santiago Ascacíbar;MF;22.0;634;0;0.0;1;0.14;0.14;7.0;4.0;0.57;4.0;0.0;1.0;0.14;1.0;0.0;260.0;84.4;4754.0;931.0;1;0.0;38.9;0;0.28;0.0;22;8.0;22.0;32.0;8;1.38;0.0;7.0;0.0;Midfielder;8.0;M;8.0;2.0794415416798357
1244;Sargis Adamyan;Sargis Adamyan;FW;26.0;746;5;0.6;1;0.12;0.72;8.3;20.0;2.41;16.0;1.0;4.0;0.48;3.0;0.0;140.0;73.3;2008.0;429.0;6;1.0;25.9;10;2.41;0.25;4;4.0;5.0;21.5;15;1.93;46.0;11.0;0.0;Forward;5.0;M;5.0;1.6094379124341003
1245;Scott Dann;Scott Dann;DF;32.0;1266;0;0.0;1;0.07;0.07;14.1;7.0;0.5;6.0;1.0;1.0;0.07;1.0;0.0;461.0;83.1;9842.0;4107.0;2;0.0;52.9;2;0.57;0.0;5;7.0;17.0;39.0;16;1.13;21.0;5.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
1246;Scott McTominay;Scott McTominay;MF;22.0;1772;4;0.2;1;0.05;0.25;19.7;35.0;1.78;25.0;1.0;3.0;0.15;2.0;0.0;816.0;82.0;16601.0;4084.0;9;1.0;59.2;10;1.52;0.13;31;17.0;39.0;32.1;27;1.85;23.0;31.0;5.0;Midfielder;30.0;M;30.0;3.4011973816621555
1247;Sean Longstaff;Sean Longstaff;MF;21.0;1378;1;0.07;1;0.07;0.13;15.3;32.0;2.09;19.0;1.0;3.0;0.2;1.0;0.0;515.0;78.4;10160.0;2462.0;20;0.0;37.5;6;1.7;0.04;21;20.0;31.0;21.8;23;1.13;9.0;9.0;1.0;Midfielder;10.0;M;10.0;2.302585092994046
1248;Sebastian Andersson;Sebastian Andersson;FW;28.0;2682;12;0.4;1;0.03;0.44;29.8;48.0;1.61;35.0;4.0;9.0;0.3;2.0;2.0;495.0;62.3;6724.0;1423.0;24;0.0;51.6;35;2.05;0.18;11;8.0;31.0;24.7;33;1.15;135.0;25.0;2.0;Forward;5.0;M;5.0;1.6094379124341003
1249;Sebastian Prödl;Sebastian Prödl;DF;32.0;56;0;0.0;0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;60.0;81.0;55.0;0;0.0;80.0;0;3.21;0.0;0;0.0;0.0;0.0;1;1.0;2.0;0.0;0.0;Defender;700.0;K;0.7000000000000001;-0.3566749439387323
1250;Sebastian Rode;Sebastian Rode;MF;28.0;1936;3;0.14;3;0.14;0.28;21.5;57.0;2.65;43.0;1.0;5.0;0.23;3.0;0.0;1025.0;84.8;19626.0;4865.0;9;0.0;37.0;6;0.56;0.25;41;12.0;36.0;28.4;29;1.31;21.0;15.0;0.0;Midfielder;7.0;M;7.0;1.9459101490553132
1251;Sebastian Rudy;Sebastian Rudy;MF;29.0;2734;1;0.03;3;0.1;0.13;30.4;90.0;2.96;62.0;1.0;9.0;0.3;7.0;0.0;1220.0;79.6;22920.0;7251.0;32;0.0;52.2;9;0.82;0.04;53;27.0;31.0;29.2;32;1.53;30.0;16.0;1.0;Midfielder;20.0;M;20.0;2.995732273553991
1252;Sebastian Walukiewicz;Sebastian Walukiewicz;DF;19.0;1165;0;0.0;0;0.0;0.0;12.9;5.0;0.39;5.0;0.0;0.0;0.0;0.0;0.0;529.0;87.1;11529.0;3711.0;2;0.0;42.9;0;0.08;0.0;10;8.0;33.0;27.0;14;0.93;2.0;9.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
1253;Sebastiano Luperto;Sebastiano Luperto;DF;22.0;529;0;0.0;0;0.0;0.0;5.9;5.0;0.85;5.0;0.0;0.0;0.0;0.0;0.0;347.0;91.1;6946.0;2250.0;4;0.0;35.3;0;0.17;0.0;8;2.0;10.0;30.8;9;1.44;0.0;0.0;0.0;Defender;5.0;M;5.0;1.6094379124341003
1254;Serge Aurier;Serge Aurier;DF;26.0;2700;1;0.03;5;0.17;0.2;30.0;49.0;1.63;43.0;2.0;6.0;0.2;4.0;1.0;1262.0;76.3;20973.0;7402.0;98;0.0;50.0;4;0.43;0.08;55;32.0;58.0;29.4;33;1.64;54.0;46.0;7.0;Defender;20.0;M;20.0;2.995732273553991
1255;Sergi Enrich;Sergi Enrich;FW;29.0;1865;1;0.05;4;0.19;0.24;20.7;19.0;0.92;12.0;1.0;5.0;0.24;3.0;0.0;377.0;71.5;5236.0;727.0;5;0.0;37.0;6;1.45;0.03;17;0.0;30.0;30.7;30;1.03;84.0;9.0;3.0;Forward;8.0;M;8.0;2.0794415416798357
1256;Sergi Guardiola;Sergi Guardiola;FW;28.0;2655;8;0.27;2;0.07;0.34;29.5;50.0;1.69;35.0;6.0;6.0;0.2;3.0;2.0;455.0;68.1;7013.0;1481.0;33;1.0;23.9;19;1.83;0.15;11;2.0;35.0;17.9;35;1.14;95.0;36.0;4.0;Forward;6.0;M;6.0;1.791759469228055
1257;Sergi Gómez;Sergi Gómez;DF;27.0;717;0;0.0;0;0.0;0.0;8.0;5.0;0.63;4.0;0.0;0.0;0.0;0.0;0.0;434.0;89.3;9924.0;2609.0;1;0.0;51.1;0;0.38;0.0;4;4.0;11.0;40.4;13;2.0;3.0;1.0;0.0;Defender;10.0;M;10.0;2.302585092994046
1258;Sergio Agüero;Sergio Agüero;FW;31.0;1452;16;0.99;3;0.19;1.18;16.1;51.0;3.16;28.0;9.0;8.0;0.5;4.0;1.0;284.0;77.4;3746.0;786.0;8;2.0;12.5;25;4.52;0.19;5;1.0;15.0;25.2;24;2.08;154.0;27.0;2.0;Forward;60.0;M;60.0;4.0943445622221
1259;Sergio Asenjo;Sergio Asenjo;GK;30.0;3060;0;0.0;0;0.0;0.0;34.0;3.0;0.09;2.0;0.0;1.0;0.03;1.0;0.0;742.0;71.4;22187.0;12550.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;100.0;34;1.62;0.0;1.0;0.0;Goalkeeper;20.0;M;20.0;2.995732273553991
1260;Sergio Canales;Sergio Canales;MF;28.0;3163;6;0.17;6;0.17;0.34;35.1;138.0;3.93;99.0;4.0;14.0;0.4;9.0;0.0;1865.0;84.0;35310.0;7041.0;76;0.0;15.4;14;1.34;0.06;25;8.0;44.0;22.4;36;1.06;100.0;48.0;1.0;Midfielder;30.0;M;30.0;3.4011973816621555
1261;Sergio Córdova;Sergio Córdova;FW;21.0;367;2;0.49;1;0.25;0.74;4.1;7.0;1.72;4.0;2.0;4.0;0.98;1.0;2.0;54.0;71.1;781.0;181.0;3;0.0;29.5;2;1.23;0.4;3;1.0;3.0;15.3;16;1.38;14.0;3.0;0.0;Forward;2.0;M;2.0;0.6931471805599453
1262;Sergio Escudero;Sergio Escudero;DF;29.0;773;1;0.12;0;0.0;0.12;8.6;12.0;1.4;9.0;2.0;1.0;0.12;0.0;0.0;475.0;80.2;8427.0;3453.0;18;0.0;56.8;6;0.93;0.13;13;13.0;19.0;30.9;11;1.55;12.0;7.0;1.0;Defender;9.0;M;9.0;2.1972245773362196
1263;Sergio Herrera;Sergio Herrera;GK;26.0;1655;0;0.0;0;0.0;0.0;18.4;5.0;0.27;3.0;0.0;0.0;0.0;0.0;0.0;292.0;47.7;13464.0;10530.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;33.3;19;1.32;0.0;3.0;0.0;Goalkeeper;5.0;M;5.0;1.6094379124341003
1264;Sergio León;Sergio León;FW;30.0;672;1;0.13;0;0.0;0.13;7.5;8.0;1.07;3.0;0.0;1.0;0.13;0.0;0.0;63.0;58.3;1098.0;150.0;5;0.0;42.3;5;2.95;0.05;4;2.0;6.0;23.1;22;1.23;31.0;2.0;0.0;Forward;2.0;M;2.0;0.6931471805599453
1265;Sergio Postigo;Sergio Postigo;DF;30.0;2374;1;0.04;1;0.04;0.08;26.4;11.0;0.42;10.0;1.0;2.0;0.08;2.0;0.0;842.0;82.8;18924.0;7241.0;2;0.0;56.5;3;0.27;0.14;21;9.0;29.0;31.5;28;1.54;11.0;5.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
1266;Sergio Reguilón;Sergio Reguilón;DF;22.0;2509;2;0.07;4;0.14;0.22;27.9;67.0;2.4;54.0;3.0;8.0;0.29;5.0;0.0;1426.0;79.7;25325.0;9429.0;98;0.0;55.3;7;1.04;0.07;33;29.0;39.0;28.5;31;2.03;89.0;41.0;1.0;Defender;30.0;M;30.0;3.4011973816621555
1267;Sergio Rico;Sergio Rico;GK;25.0;180;0;0.0;0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;77.6;739.0;479.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;2;3.0;0.0;1.0;0.0;Goalkeeper;10.0;M;10.0;2.302585092994046
1268;Sergio Álvarez;Sergio Álvarez;MF;32.0;2654;0;0.0;0;0.0;0.0;29.4;24.0;0.47;20.0;2.0;0.0;0.0;0.0;0.0;722.0;74.5;15570.0;4596.0;6;0.0;20.7;0;0.155;0.0;40;18.0;50.0;15.1;40;1.265;14.0;12.0;0.0;Midfielder;5.0;M;5.0;1.6094379124341003
1269;Shane Long;Shane Long;FW;32.0;1395;2;0.13;2;0.13;0.26;15.5;31.0;2.0;25.0;1.0;3.0;0.19;1.0;0.0;226.0;55.8;2946.0;786.0;21;0.0;47.1;13;2.13;0.06;15;5.0;18.0;31.2;26;1.54;71.0;8.0;0.0;Forward;4.0;M;4.0;1.3862943611198906
1270;Sheraldo Becker;Sheraldo Becker;MF;24.0;540;0;0.0;2;0.33;0.33;6.0;15.0;2.5;11.0;3.0;3.0;0.5;3.0;0.0;81.0;60.9;1385.0;607.0;19;0.0;20.0;4;1.17;0.0;2;1.0;3.0;23.8;13;0.62;11.0;9.0;1.0;Midfielder;1.0;M;1.0;0.0
1271;Shkodran Mustafi;Shkodran Mustafi;DF;27.0;1207;0;0.0;1;0.07;0.07;13.4;3.0;0.22;2.0;0.0;1.0;0.07;0.0;0.0;663.0;83.9;15630.0;4622.0;0;0.0;75.6;3;0.82;0.0;9;2.0;15.0;33.3;15;1.4;14.0;2.0;0.0;Defender;20.0;M;20.0;2.995732273553991
1272;Sidy Sarr;Sidy Sarr;MF;23.0;1165;0;0.0;2;0.15;0.15;12.9;23.0;1.78;18.0;2.0;2.0;0.15;2.0;0.0;370.0;72.7;7787.0;1902.0;5;0.0;68.0;6;1.55;0.0;27;19.0;19.0;28.6;22;0.95;27.0;12.0;0.0;Midfielder;1.0;M;1.0;0.0
1273;Simon Kjær;Simon Kjær;DF;30.0;1532;0;0.0;0;0.0;0.0;17.0;3.0;0.23;2.0;0.0;1.0;0.155;1.0;0.0;739.0;90.35;16385.0;5459.0;0;0.0;59.2;2;0.375;0.0;17;14.0;39.0;31.8;20;2.365;8.0;0.0;0.0;Defender;10.0;M;10.0;2.302585092994046
1274;Simon Moore;Simon Moore;GK;29.0;180;0;0.0;0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;39.6;946.0;736.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;2;0.5;0.0;0.0;0.0;Goalkeeper;3.0;M;3.0;1.0986122886681098
1275;Simone Colombi;Simone Colombi;GK;28.0;360;0;0.0;0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;83.7;1914.0;1148.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;4;1.0;0.0;0.0;0.0;Goalkeeper;2.0;M;2.0;0.6931471805599453
1276;Simone Edera;Simone Edera;MF;22.0;398;1;0.23;1;0.23;0.45;4.4;17.0;3.84;6.0;1.0;2.0;0.45;1.0;0.0;102.0;78.5;1919.0;500.0;3;1.0;21.4;7;3.17;0.07;7;2.0;2.0;30.3;13;0.85;17.0;4.0;1.0;Midfielder;3.0;M;3.0;1.0986122886681098
1277;Simone Iacoponi;Simone Iacoponi;DF;32.0;3053;2;0.06;0;0.0;0.06;33.9;13.0;0.38;9.0;0.0;2.0;0.06;2.0;0.0;1171.0;85.2;30136.0;9058.0;2;0.0;43.1;2;0.29;0.2;32;26.0;59.0;35.0;36;1.28;21.0;7.0;1.0;Defender;2.0;M;2.0;0.6931471805599453
1278;Simone Verdi;Simone Verdi;MF;27.0;2073;2;0.09;6;0.26;0.35;23.0;86.0;3.73;43.0;4.0;14.0;0.61;5.0;0.0;639.0;70.7;12872.0;3928.0;78;0.0;32.4;14;2.34;0.04;12;8.0;19.0;26.1;33;0.91;56.0;52.0;2.0;Midfielder;9.0;M;9.0;2.1972245773362196
1279;Simone Zaza;Simone Zaza;FW;28.0;1640;6;0.33;1;0.05;0.38;18.2;24.0;1.32;14.0;2.0;3.0;0.16;1.0;0.0;213.0;64.4;3525.0;559.0;9;1.0;39.7;22;2.74;0.12;9;3.0;14.0;22.3;24;1.0;96.0;12.0;2.0;Forward;6.0;M;6.0;1.791759469228055
1280;Sofiane Alakouch;Sofiane Alakouch;DF;21.0;1400;0;0.0;0;0.0;0.0;15.6;25.0;1.61;22.0;1.0;3.0;0.19;3.0;0.0;664.0;82.0;11883.0;4858.0;27;0.0;28.6;4;0.64;0.0;30;25.0;23.0;31.2;17;0.76;25.0;20.0;2.0;Defender;2.0;M;2.0;0.6931471805599453
1281;Sofiane Boufal;Sofiane Boufal;MF;25.0;764;0;0.0;2;0.24;0.24;8.5;40.0;4.71;22.0;8.0;3.0;0.35;2.0;1.0;247.0;76.0;3764.0;1068.0;30;0.0;42.1;7;2.47;0.0;12;3.0;17.0;32.6;20;0.95;53.0;54.0;3.0;Midfielder;8.0;M;8.0;2.0794415416798357
1282;Sofyan Amrabat;Sofyan Amrabat;MF;22.0;2919;1;0.03;1;0.03;0.06;32.4;75.0;2.31;63.0;5.0;5.0;0.15;4.0;0.0;1525.0;87.7;31615.0;6295.0;28;1.0;36.9;6;0.52;0.0;42;20.0;43.0;28.8;34;1.29;25.0;84.0;3.0;Midfielder;10.0;M;10.0;2.302585092994046
1283;Sokratis Papastathopoulos;Sokratis Papastathopoulos;DF;31.0;1696;2;0.11;0;0.0;0.11;18.8;4.0;0.21;3.0;0.0;0.0;0.0;0.0;0.0;873.0;89.7;19134.0;5508.0;1;0.0;65.4;2;0.37;0.29;13;11.0;41.0;28.2;19;1.53;13.0;5.0;0.0;Defender;6.0;M;6.0;1.791759469228055
1284;Solly March;Solly March;DF;25.0;1143;0;0.0;1;0.08;0.08;12.7;32.0;2.52;24.0;3.0;2.0;0.16;2.0;0.0;435.0;72.4;8096.0;2332.0;48;0.0;50.0;8;1.65;0.0;17;9.0;22.0;27.8;19;0.89;47.0;18.0;1.0;Defender;20.0;M;20.0;2.995732273553991
1285;Souleyman Doumbia;Souleyman Doumbia;DF;22.0;540;0;0.0;1;0.1;0.1;6.0;8.0;1.2;6.0;2.0;2.0;0.2;2.0;0.0;271.0;78.05000000000003;4346.0;1950.0;13;0.0;20.0;0;0.0;0.0;4;6.0;17.0;31.9;6;2.4;2.0;8.0;3.0;Defender;1.0;M;1.0;0.0
1286;Stanislav Lobotka;Stanislav Lobotka;MF;24.0;2135;0;0.0;0;0.0;0.0;23.8;42.0;1.7999999999999998;36.0;1.0;3.0;0.125;3.0;0.0;1291.0;91.0;23212.0;5202.0;4;0.0;31.1;2;0.35;0.0;27;10.0;19.0;30.1;31;1.515;17.0;17.0;0.0;Midfielder;10.0;M;10.0;2.302585092994046
1287;Stefan Ilsanker;Stefan Ilsanker;DF;30.0;1256;2;0.105;1;0.055;0.16;13.9;12.0;0.81;11.0;0.0;1.0;0.055;1.0;0.0;764.0;85.65;16187.0;5657.0;2;0.0;74.7;2;1.02;0.145;19;12.0;20.0;41.8;18;2.125;21.0;3.0;0.0;Defender;6.0;M;6.0;1.791759469228055
1288;Stefan Lainer;Stefan Lainer;DF;26.0;2710;1;0.03;3;0.1;0.13;30.1;60.0;1.99;54.0;2.0;7.0;0.23;5.0;0.0;1105.0;70.7;21647.0;9830.0;85;0.0;51.4;5;0.53;0.06;36;25.0;62.0;32.1;31;1.87;51.0;43.0;4.0;Defender;5.0;M;5.0;1.6094379124341003
1289;Stefan Posch;Stefan Posch;DF;22.0;2308;0;0.0;0;0.0;0.0;25.6;24.0;0.94;15.0;2.0;3.0;0.12;2.0;0.0;1211.0;81.8;24696.0;8733.0;7;0.0;55.2;6;0.94;0.0;42;34.0;82.0;31.0;28;1.5;29.0;10.0;0.0;Defender;5.0;M;5.0;1.6094379124341003
1290;Stefano Denswil;Stefano Denswil;DF;26.0;2240;0;0.0;1;0.04;0.04;24.9;24.0;0.96;19.0;0.0;2.0;0.08;2.0;0.0;1092.0;86.3;22656.0;8162.0;3;0.0;69.7;1;0.4;0.0;35;30.0;50.0;28.5;26;1.27;17.0;7.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
1291;Stefano Okaka;Stefano Okaka;FW;29.0;2415;8;0.3;2;0.07;0.37;26.8;68.0;2.53;48.0;9.0;7.0;0.26;5.0;0.0;484.0;76.9;7127.0;1290.0;10;0.0;36.5;14;2.2;0.14;16;5.0;25.0;22.9;33;1.27;135.0;44.0;1.0;Forward;4.0;M;4.0;1.3862943611198906
1292;Stefano Sensi;Stefano Sensi;MF;23.0;723;3;0.37;2;0.25;0.62;8.0;42.0;5.23;23.0;6.0;7.0;0.87;1.0;2.0;422.0;81.9;7649.0;1867.0;25;1.0;42.9;10;3.61;0.1;11;7.0;18.0;28.2;12;2.25;23.0;13.0;1.0;Midfielder;20.0;M;20.0;2.995732273553991
