;Player;Position;Comp;Age;Min;Goals;GoalsPer90;Asists;AsistsPer90;GoalAstPer90;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio
9828;André Silva;FW;it Serie A;23;60;0.0;0.00;0;0.00;0.00;0.7;1;1.50;1;0;0;0.00;0;0;340;70.4;5018;979;12;1;41.4;22;3.09;0.20;1;0;0;13.3
9829;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;6;54.5;70;14;2;0;0.0;0;3.00;0.00;4;1;17;36.3
9830;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;6;54.5;70;14;2;0;0.0;0;3.00;0.00;1;0;0;13.3
9831;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;6;54.5;70;14;2;0;0.0;22;3.09;0.20;4;1;17;36.3
9832;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;6;54.5;70;14;2;0;0.0;22;3.09;0.20;1;0;0;13.3
9833;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;6;54.5;70;14;12;1;41.4;0;3.00;0.00;4;1;17;36.3
9834;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;6;54.5;70;14;12;1;41.4;0;3.00;0.00;1;0;0;13.3
9835;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;6;54.5;70;14;12;1;41.4;22;3.09;0.20;4;1;17;36.3
9836;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;6;54.5;70;14;12;1;41.4;22;3.09;0.20;1;0;0;13.3
9837;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;340;70.4;5018;979;2;0;0.0;0;3.00;0.00;4;1;17;36.3
9838;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;340;70.4;5018;979;2;0;0.0;0;3.00;0.00;1;0;0;13.3
9839;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;340;70.4;5018;979;2;0;0.0;22;3.09;0.20;4;1;17;36.3
9840;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;340;70.4;5018;979;2;0;0.0;22;3.09;0.20;1;0;0;13.3
9841;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;340;70.4;5018;979;12;1;41.4;0;3.00;0.00;4;1;17;36.3
9842;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;340;70.4;5018;979;12;1;41.4;0;3.00;0.00;1;0;0;13.3
9843;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;340;70.4;5018;979;12;1;41.4;22;3.09;0.20;4;1;17;36.3
9844;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;17.5;55;3.14;40;6;7;0.40;3;1;340;70.4;5018;979;12;1;41.4;22;3.09;0.20;1;0;0;13.3
9845;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;6;54.5;70;14;2;0;0.0;0;3.00;0.00;4;1;17;36.3
9846;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;6;54.5;70;14;2;0;0.0;0;3.00;0.00;1;0;0;13.3
9847;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;6;54.5;70;14;2;0;0.0;22;3.09;0.20;4;1;17;36.3
9848;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;6;54.5;70;14;2;0;0.0;22;3.09;0.20;1;0;0;13.3
9849;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;6;54.5;70;14;12;1;41.4;0;3.00;0.00;4;1;17;36.3
9850;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;6;54.5;70;14;12;1;41.4;0;3.00;0.00;1;0;0;13.3
9851;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;6;54.5;70;14;12;1;41.4;22;3.09;0.20;4;1;17;36.3
9852;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;6;54.5;70;14;12;1;41.4;22;3.09;0.20;1;0;0;13.3
9853;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;340;70.4;5018;979;2;0;0.0;0;3.00;0.00;4;1;17;36.3
9854;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;340;70.4;5018;979;2;0;0.0;0;3.00;0.00;1;0;0;13.3
9855;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;340;70.4;5018;979;2;0;0.0;22;3.09;0.20;4;1;17;36.3
9856;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;340;70.4;5018;979;2;0;0.0;22;3.09;0.20;1;0;0;13.3
9857;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;340;70.4;5018;979;12;1;41.4;0;3.00;0.00;4;1;17;36.3
9858;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;340;70.4;5018;979;12;1;41.4;0;3.00;0.00;1;0;0;13.3
9859;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;340;70.4;5018;979;12;1;41.4;22;3.09;0.20;4;1;17;36.3
9860;André Silva;FW;de Bundesliga;23;1,575;12.0;0.69;3;0.17;0.86;0.7;1;1.50;1;0;0;0.00;0;0;340;70.4;5018;979;12;1;41.4;22;3.09;0.20;1;0;0;13.3
9861;Bernardo Silva;FW,MF;eng Premier League;24;2,030;6.0;0.27;7;0.31;0.58;22.6;95;4.21;81;6;12;0.53;9;2;1262;87.0;21080;4111;63;0;28.2;15;2.17;0.12;26;15;36;30.4
9862;David Silva;MF;eng Premier League;33;1,826;6.0;0.30;10;0.49;0.79;20.3;112;5.52;88;8;20;0.99;13;1;1319;87.2;20971;4208;26;0;34.8;17;2.27;0.13;16;10;21;31.8
9863;Gabriel Silva;DF;fr Ligue 1;28;231;0.0;0.00;0;0.00;0.00;2.6;1;0.39;1;0;0;0.00;0;0;66;66.7;1181;416;2;0;63.6;0;0.00;;2;3;8;18.8
9864;Jonathan Silva;DF;es La Liga;25;2,785;1.0;0.03;2;0.06;0.10;30.9;46;1.49;35;3;3;0.10;2;0;942;69.0;17844;9563;99;0;45.6;3;0.68;0.05;19;21;29;25.9
9865;Matheus Pereira da Silva;MF,FW;fr Ligue 1;21;465;0.0;0.00;0;0.00;0.00;5.2;21;4.06;14;1;1;0.19;0;0;176;73.6;3024;995;9;0;25.0;3;2.13;0.00;4;5;13;26.9
9866;Rui Silva;GK;es La Liga;25;3,150;0.0;0.00;0;0.00;0.00;35.0;6;0.17;4;0;1;0.03;0;0;716;56.0;29300;21313;0;0;;0;0.00;;0;0;0;33.3
9867;Thiago Silva;DF;fr Ligue 1;34;1,571;0.0;0.00;0;0.00;0.00;17.5;14;0.80;13;0;2;0.11;2;0;1440;95.9;30319;9937;0;0;60.8;2;0.34;0.00;21;13;27;45.1
9868;Marco Silvestri;GK;it Serie A;28;3,150;0.0;0.00;0;0.00;0.00;35.0;3;0.09;0;0;0;0.00;0;0;450;45.4;17400;13123;0;0;;0;0.00;;0;0;0;0.0
9869;Mohamed Simakan;DF;fr Ligue 1;19;1,503;0.0;0.00;0;0.00;0.00;16.7;23;1.38;16;3;2;0.12;2;0;689;80.1;14975;5268;20;1;62.0;3;0.60;0.00;28;19;30;33.2
9870;Giovanni Simeone;FW;it Serie A;24;2,924;12.0;0.37;3;0.09;0.46;32.5;44;1.35;27;5;7;0.22;4;0;350;70.6;5265;783;20;1;24.7;30;2.62;0.14;11;6;37;26.3
9871;Moses Simon;FW,MF;fr Ligue 1;24;2,177;5.0;0.21;5;0.21;0.41;24.2;70;2.89;50;14;10;0.41;6;3;490;73.9;6954;2163;59;0;20.0;18;1.78;0.12;10;7;17;22.6
9872;Unai Simón;GK;es La Liga;22;2,991;0.0;0.00;0;0.00;0.00;33.2;4;0.12;4;0;0;0.00;0;0;650;58.7;27262;20020;0;0;;0;0.00;;0;0;1;25.0
9873;Jack Simpson;DF;eng Premier League;22;241;0.0;0.00;0;0.00;0.00;2.7;0;0.00;0;0;0;0.00;0;0;70;70.0;1208;446;0;0;66.7;0;0.37;0.00;2;1;2;12.5
9874;Sarpreet Singh;FW,MF;de Bundesliga;20;72;0.0;0.00;0;0.00;0.00;0.8;1;1.25;1;0;0;0.00;0;0;22;75.9;411;78;0;0;50.0;0;1.25;0.00;0;0;0;29.4
9875;Wilfried Singo;DF;it Serie A;18;132;1.0;0.68;0;0.00;0.68;1.5;5;3.41;4;1;1;0.68;0;1;53;75.7;937;282;8;0;83.3;1;1.36;0.50;0;1;1;36.4
9876;Daley Sinkgraven;DF;de Bundesliga;24;909;0.0;0.00;1;0.10;0.10;10.1;16;1.58;14;1;1;0.10;1;0;626;84.8;12060;3680;12;0;36.8;0;0.00;;16;9;15;37.8
9877;Dimitris Siovas;DF;es La Liga;30;1,918;0.0;0.00;0;0.00;0.00;21.3;13;0.61;9;1;2;0.09;1;0;594;71.2;13580;5328;8;0;65.5;4;0.61;0.00;25;13;31;38.1
9878;Salvatore Sirigu;GK;it Serie A;32;3,240;0.0;0.00;0;0.00;0.00;36.0;3;0.08;0;0;0;0.00;0;0;820;70.6;28431;18001;1;0;;0;0.00;;0;0;0;0.0
9879;Ibrahima Sissoko;MF;fr Ligue 1;21;1,598;0.0;0.00;1;0.06;0.06;17.8;31;1.75;24;3;1;0.06;1;0;554;83.1;10492;2651;15;0;58.2;1;0.90;0.00;35;12;22;28.3
9880;Moussa Sissoko;MF;eng Premier League;29;2,452;2.0;0.07;1;0.04;0.11;27.2;28;1.03;26;1;2;0.07;2;0;1106;86.5;19236;3940;21;0;53.4;4;0.51;0.14;35;20;38;28.8
9881;Sambou Sissoko;MF,FW;fr Ligue 1;20;32;0.0;0.00;0;0.00;0.00;0.4;0;0.00;0;0;0;0.00;0;0;3;50.0;50;1;0;0;0.0;0;0.00;;0;0;0;25.0
9882;Pione Sisto;FW,MF;es La Liga;24;891;2.0;0.20;0;0.00;0.20;9.9;29;2.93;18;4;2;0.20;1;0;348;78.2;5737;1104;25;0;10.0;15;3.03;0.07;10;5;18;31.7
9883;Antonio Sivera;GK;es La Liga;22;270;0.0;0.00;0;0.00;0.00;3.0;0;0.00;0;0;0;0.00;0;0;43;51.8;1980;1621;0;0;;0;0.00;;0;0;0;
9884;Ellyes Skhiri;MF;de Bundesliga;24;2,672;1.0;0.03;3;0.10;0.13;29.7;52;1.75;40;2;8;0.27;4;1;1190;84.9;22518;5436;7;0;55.3;5;0.84;0.04;49;22;73;30.9
9885;Oliver Skipp;MF,DF;eng Premier League;18;77;0.0;0.00;0;0.00;0.00;0.9;0;0.00;0;0;0;0.00;0;0;33;86.8;626;152;0;0;0.0;0;0.00;;2;1;3;19.4
9886;Łukasz Skorupski;GK;it Serie A;28;3,330;0.0;0.00;0;0.00;0.00;37.0;5;0.14;5;0;1;0.03;1;0;868;75.7;24707;13673;0;0;;0;0.00;;0;0;0;33.3
9887;Andreas Skov Olsen;FW,MF;it Serie A;19;760;1.0;0.12;0;0.00;0.12;8.4;21;2.49;12;1;3;0.36;2;0;274;72.5;4807;1166;34;0;31.3;7;2.37;0.05;7;5;14;21.9
9888;Robert Skov;DF,FW;de Bundesliga;23;2,608;4.0;0.14;7;0.24;0.38;29.0;90;3.11;38;8;11;0.38;5;1;1005;75.0;18535;6344;76;0;42.9;19;2.17;0.06;30;26;45;31.8
9889;Simon Skrabb;MF,FW;it Serie A;24;257;0.0;0.00;0;0.00;0.00;2.9;4;1.40;3;1;1;0.35;1;0;72;73.5;1073;302;8;0;25.0;1;1.05;0.00;4;4;8;25.0
9890;Milan Škriniar;DF;it Serie A;24;2,627;0.0;0.00;0;0.00;0.00;29.2;26;0.89;21;1;2;0.07;0;0;1843;92.3;36436;12404;2;1;55.2;4;0.48;0.00;29;15;32;28.2
9891;Steven Skrzybski;FW,MF;de Bundesliga;26;530;1.0;0.17;2;0.34;0.51;5.9;13;2.21;8;2;2;0.34;2;0;84;65.1;1243;349;7;0;7.1;1;2.38;0.07;3;3;13;32.9
9892;Petar Škuletić;FW;fr Ligue 1;29;106;0.0;0.00;0;0.00;0.00;1.2;2;1.70;1;0;0;0.00;0;0;17;65.4;210;28;0;1;50.0;1;3.40;0.00;0;1;1;20.0
9893;Islam Slimani;FW;fr Ligue 1;31;1,285;9.0;0.63;7;0.49;1.12;14.3;53;3.71;42;5;12;0.84;8;3;385;70.9;6239;1885;23;0;50.0;19;3.36;0.17;7;3;7;26.0
9894;William Smallbone;MF;eng Premier League;19;393;0.0;0.00;2;0.46;0.46;4.4;4;0.92;4;0;2;0.46;2;0;175;83.3;3121;666;4;0;12.5;0;1.15;0.00;8;4;10;37.5
9895;Chris Smalling;DF;it Serie A;29;2,566;3.0;0.11;2;0.07;0.18;28.5;24;0.84;22;0;4;0.14;3;0;1306;90.7;27281;7406;6;0;73.4;5;0.67;0.16;23;9;60;33.2
9896;Dennis Smarsch;GK;de Bundesliga;20;151;0.0;0.00;0;0.00;0.00;1.7;0;0.00;0;0;0;0.00;0;0;50;71.4;1556;1086;0;0;;0;0.00;;0;0;0;
9897;Adam Smith;DF;eng Premier League;28;2,055;0.0;0.00;1;0.04;0.04;22.8;19;0.83;16;1;1;0.04;1;0;845;79.6;13711;5077;21;0;54.5;1;0.18;0.00;30;24;56;27.3
9898;Emile Smith-Rowe;MF;eng Premier League;19;97;0.0;0.00;0;0.00;0.00;1.1;0;0.00;0;0;0;0.00;0;0;30;83.3;391;65;1;0;;0;0.00;;1;1;1;31.8
9899;Fyodor Smolov;FW;es La Liga;29;743;2.0;0.24;0;0.00;0.24;8.3;13;1.57;11;1;1;0.12;1;0;135;68.9;1646;282;8;0;37.8;6;1.82;0.13;1;1;10;23.0
9900;Robert Snodgrass;MF,FW;eng Premier League;31;1,509;5.0;0.30;5;0.30;0.60;16.8;51;3.04;19;3;7;0.42;3;0;435;68.5;7989;2672;52;0;40.0;10;1.25;0.24;10;10;21;24.5
9901;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;17;0;40.0;1;0.36;1.00;5;2;10;27.3
9902;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;17;0;40.0;1;0.36;1.00;24;18;37;30.9
9903;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;17;0;40.0;4;0.69;0.00;5;2;10;27.3
9904;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;17;0;40.0;4;0.69;0.00;24;18;37;30.9
9905;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;41;0;47.6;1;0.36;1.00;5;2;10;27.3
9906;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;41;0;47.6;1;0.36;1.00;24;18;37;30.9
9907;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;41;0;47.6;4;0.69;0.00;5;2;10;27.3
9908;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;41;0;47.6;4;0.69;0.00;24;18;37;30.9
9909;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;17;0;40.0;1;0.36;1.00;5;2;10;27.3
9910;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;17;0;40.0;1;0.36;1.00;24;18;37;30.9
9911;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;17;0;40.0;4;0.69;0.00;5;2;10;27.3
9912;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;17;0;40.0;4;0.69;0.00;24;18;37;30.9
9913;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;41;0;47.6;1;0.36;1.00;5;2;10;27.3
9914;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;41;0;47.6;1;0.36;1.00;24;18;37;30.9
9915;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;41;0;47.6;4;0.69;0.00;5;2;10;27.3
9916;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;41;0;47.6;4;0.69;0.00;24;18;37;30.9
9917;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;17;0;40.0;1;0.36;1.00;5;2;10;27.3
9918;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;17;0;40.0;1;0.36;1.00;24;18;37;30.9
9919;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;17;0;40.0;4;0.69;0.00;5;2;10;27.3
9920;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;17;0;40.0;4;0.69;0.00;24;18;37;30.9
9921;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;41;0;47.6;1;0.36;1.00;5;2;10;27.3
9922;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;41;0;47.6;1;0.36;1.00;24;18;37;30.9
9923;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;41;0;47.6;4;0.69;0.00;5;2;10;27.3
9924;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;41;0;47.6;4;0.69;0.00;24;18;37;30.9
9925;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;522;72.1;9107;4209;17;0;40.0;1;0.36;1.00;5;2;10;27.3
9926;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;522;72.1;9107;4209;17;0;40.0;1;0.36;1.00;24;18;37;30.9
9927;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;522;72.1;9107;4209;17;0;40.0;4;0.69;0.00;5;2;10;27.3
9928;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;522;72.1;9107;4209;17;0;40.0;4;0.69;0.00;24;18;37;30.9
9929;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;522;72.1;9107;4209;41;0;47.6;1;0.36;1.00;5;2;10;27.3
9930;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;522;72.1;9107;4209;41;0;47.6;1;0.36;1.00;24;18;37;30.9
9931;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;522;72.1;9107;4209;41;0;47.6;4;0.69;0.00;5;2;10;27.3
9932;Cédric Soares;DF;eng Premier League;27;249;1.0;0.36;0;0.00;0.36;14.5;24;1.65;21;0;3;0.21;1;0;522;72.1;9107;4209;41;0;47.6;4;0.69;0.00;24;18;37;30.9
9933;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;17;0;40.0;1;0.36;1.00;5;2;10;27.3
9934;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;17;0;40.0;1;0.36;1.00;24;18;37;30.9
9935;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;17;0;40.0;4;0.69;0.00;5;2;10;27.3
9936;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;17;0;40.0;4;0.69;0.00;24;18;37;30.9
9937;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;41;0;47.6;1;0.36;1.00;5;2;10;27.3
9938;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;41;0;47.6;1;0.36;1.00;24;18;37;30.9
9939;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;41;0;47.6;4;0.69;0.00;5;2;10;27.3
9940;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;94;70.7;1744;520;41;0;47.6;4;0.69;0.00;24;18;37;30.9
9941;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;17;0;40.0;1;0.36;1.00;5;2;10;27.3
9942;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;17;0;40.0;1;0.36;1.00;24;18;37;30.9
9943;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;17;0;40.0;4;0.69;0.00;5;2;10;27.3
9944;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;17;0;40.0;4;0.69;0.00;24;18;37;30.9
9945;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;41;0;47.6;1;0.36;1.00;5;2;10;27.3
9946;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;41;0;47.6;1;0.36;1.00;24;18;37;30.9
9947;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;41;0;47.6;4;0.69;0.00;5;2;10;27.3
9948;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;2.8;3;1.08;2;0;1;0.36;1;0;522;72.1;9107;4209;41;0;47.6;4;0.69;0.00;24;18;37;30.9
9949;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;17;0;40.0;1;0.36;1.00;5;2;10;27.3
9950;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;17;0;40.0;1;0.36;1.00;24;18;37;30.9
9951;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;17;0;40.0;4;0.69;0.00;5;2;10;27.3
9952;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;17;0;40.0;4;0.69;0.00;24;18;37;30.9
9953;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;41;0;47.6;1;0.36;1.00;5;2;10;27.3
9954;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;41;0;47.6;1;0.36;1.00;24;18;37;30.9
9955;Cédric Soares;DF;eng Premier League;27;1,306;0.0;0.00;1;0.07;0.07;14.5;24;1.65;21;0;3;0.21;1;0;94;70.7;1744;520;41;0;47.6;4;0.69;0.00;5;2;10;27.3
